,CumulativeTrialStart,TrialStart,Block,MentalState,Condition,Speaker,Prompt,PromptOnset,PromptEnd,ChoiceOnset,ChoiceEnd,RespButton,CorrAnswer,ButtonPressTime,RT(sec),ACC,ISI_Onset,ISI_End,FeedbackOnset,FeedbackEnd,ITI_Onset,ITI_End,TrialEnd,CumulativeTrialEnd
0,10.000022523,3.13611599267e-06,C,PeerMental,F2,Rachelle,I think there is candy in the jar.,0.61236867862,4.11236825097,4.16599672532,8.16755908233,1,Jar,5.9929947675300355,1.8269886338530341,1,8.18795126244,11.5879548547,11.6407283093,13.6407340113,13.6573574328,15.6573676964,15.6573688369,25.6573913599
1,25.7282533733,2.25230323849e-05,C,CompNM,F2,Computer,Ann only rides her bike in the street.,0.628755465757,4.12876245075,4.16214870845,8.17272683471,2,Road bike,6.223490322652651,2.06133306115953,1,8.21055982274,14.2105663801,14.2992532333,16.2992540886,16.3194449869,18.8194608101,18.8194622356,44.5477004984
2,44.5535921239,7.69774487708e-06,C,PeerMental,F2,Rachelle,I do not know what time it is.,0.58385651861,4.08385637606,4.11718760914,8.13401573362,1,Clock,5.598165199866344,1.4809678972669644,1,8.15454761354,11.1545612984,11.2090733028,13.209073873,13.2288451017,17.4288550232,17.4288561637,61.9824434408
3,61.9892339918,8.55304824654e-06,C,CompMental,F2,Computer,Ann knows that school is closed today.,0.608234419691,4.10823940897,4.15830667871,8.15974016977,1,Play outside,5.802483862531517,1.6441660648633842,1,8.19310504484,12.3931141111,12.4592642496,14.4592659602,14.4790585716,17.4790662693,17.4790674097,79.4682956994
4,79.4742144096,8.26794712339e-06,C,CompNM,F2,Computer,Ann sprained her ankle.,0.604224750186,4.10422831396,4.15914715835,8.17738853167,2,Watch a movie,6.307543703944248,2.1483877074424527,1,8.21378859884,11.6137941868,11.6834419523,13.6834428076,13.7031960749,15.7032374147,15.7032385551,95.1774478328
5,95.1837842168,8.55305188452e-06,C,CompMental,F2,Computer,Ann wants to eat healthy.,0.57446384498,4.07446341733,4.10779151429,8.12704186233,1,Fish,6.183695835323306,2.0758886404364603,1,8.16174928105,14.1617623957,14.2124759909,16.2124794121,16.2303587063,18.7303691125,18.730370253,113.914149053
6,113.920243386,8.55305188452e-06,C,PeerMental,F2,Rachelle,I want to listen to loud music.,0.597423650495,4.09742806957,4.13070513334,8.14266628767,2,Rock,5.616211563668912,1.485486758312618,1,8.17815032326,12.3781839082,12.4326215011,14.4326234968,14.4494288131,17.849445235,17.8494463754,131.769684344
7,131.775762996,7.69774487708e-06,C,PeerNM,F2,Rachelle,I play Minecraft.,0.596664424818,4.09666599287,4.12998268578,8.14296906562,N/A,Computer,N/A,N/A,0,8.15869926367,11.15871694,11.2137603738,13.2137677864,13.2316296895,15.7316415212,15.7316426616,147.507400526
8,147.514327355,7.98284600023e-06,C,CompNM,F2,Computer,Ann is going on a hike.,0.608139195745,4.10814646584,4.14137677294,8.14452600569,1,Trail mix,5.767696045157209,1.626303306526097,1,8.17958980146,14.1795895164,14.2530673373,16.2530758904,16.2730350011,18.2730489711,18.2730501115,165.78737262
9,165.793391116,7.6977412391e-06,C,PeerMental,F2,Rachelle,I wonder if the weather is nice.,0.588624843585,4.08862641164,4.12191630499,8.12467409318,1,Window,5.928485103864659,1.8065525480815268,1,8.16246916269,14.1624854135,14.2289976311,16.229000197,16.245591402,19.2455990998,19.2456002402,185.038986794
10,185.048598426,8.83814936969e-06,C,CompMental,F2,Computer,Ann is bored.,0.588861477951,4.08886646723,4.12214524161,8.1397206175,1,New game,5.663151838576596,1.5409966184088262,1,8.15630868639,12.3563120506,12.4400230248,14.4400324332,14.4587778662,16.4587955425,16.4587966829,201.507389122
11,201.51400291,9.40835525398e-06,C,CompMental,F2,Computer,Ann wants to get a good grade.,0.608431995133,4.10844097583,4.14182552293,8.15620034777,2,Study for test,5.677686605438794,1.5358511039594305,1,8.17575318865,11.5757659042,11.6426185331,13.6426191033,13.6596964067,16.1597142255,16.159715651,217.673712859
12,217.70095147,8.55304824654e-06,C,PeerNM,F2,Rachelle,My yard does not have any trees.,0.593181623146,4.09318661242,4.12652041142,8.13794158324,2,Volleyball net,6.124279512510839,1.9977414247841807,1,8.17246340079,11.5724749759,11.6236279127,13.6236356104,13.644096215,15.644104768,15.6441061935,233.345051961
13,233.352671873,8.83815300767e-06,C,CompNM,F2,Computer,Ann is in the living room. ,0.613972090261,4.11398164117,4.19969317361,8.20822427008,1,Watch TV,6.042821126375202,1.8431159784922784,1,8.24277288718,14.2427874274,14.3089823268,16.3089866034,16.3290848437,18.8291020923,18.8291035178,252.181769404
14,252.188200726,9.12325049285e-06,C,PeerNM,F2,Rachelle,I am in a research lab.,0.579282632945,4.07929161365,4.11397223281,8.11932587146,1,Pay attention,5.695803959548357,1.5818154759472236,1,8.13937250839,11.1393839125,11.1941499424,13.1941499424,13.2154821026,17.415500007,17.4155011474,269.603695887
15,269.652026602,2.30932309933e-05,C,PeerMental,F2,Rachelle,I worry about being in front of people.,0.600809802705,4.1008184983,4.13388059544,8.14636975801,2,Read a book,6.129922529329633,1.996025112890493,1,8.18015971964,12.380163654,12.4300256506,14.4300333483,14.4466442254,17.4466493572,17.4466504976,287.098660849
16,287.198102877,2.081241837e-05,C,PeerMental,F2,Rachelle,I feel confused during math class.,0.609290721281,4.10929057873,4.14263891791,8.1526494068,1,Math tutor,5.983627753044857,1.84097999698497,1,8.18778533329,11.5877951978,11.6384209817,13.6384226923,13.6568180205,15.6568311352,15.6568325607,302.854920327
17,302.923202741,3.07909795083e-05,C,PeerNM,F2,Rachelle,I am going to a water park.,0.598828631391,4.09884445453,4.13215772621,8.14864315852,2,Bathing suit,5.57443105828861,1.4422567961810273,1,8.18582297868,14.1858335274,14.2585167701,16.2585216168,16.2792453702,18.7792526403,18.7792537807,321.702434283
18,321.730852075,9.12325413083e-06,C,CompMental,F2,Computer,Ann is scared of roller coasters.,0.601524837628,4.10152754609,4.13489413178,8.15103829742,2,Water park,6.074302905100922,1.9393919523208751,1,8.18757407297,12.3875780074,12.4565937025,14.4565988343,14.4766369182,17.8766445019,17.8766456423,339.607491445
19,339.614187057,8.55304824654e-06,C,PeerNM,F2,Rachelle,I stayed home sick from school today.,0.593276847096,4.09328411719,4.12663217127,8.14400312928,2,Doctor's office,5.7886746793519706,1.6620268274928094,1,8.17951510483,11.1795290748,11.2331857742,13.2331860593,13.253268334,15.7532747487,15.7532758892,355.367456959
20,355.374077304,8.26795076136e-06,C,CompNM,F2,Computer,Ann is drawing something blue.,0.592862879512,4.09286615818,4.12532383983,8.13391053112,1,The ocean,5.747673926973221,1.62233440655109,1,8.17030689196,14.1703145897,14.2192300488,16.2192394572,16.238565072,18.2385816079,18.2385827483,373.612655206
