,CumulativeTrialStart,TrialStart,Block,MentalState,Condition,Speaker,Prompt,PromptOnset,PromptEnd,ChoiceOnset,ChoiceEnd,RespButton,CorrAnswer,ButtonPressTime,RT(sec),ACC,ISI_Onset,ISI_End,FeedbackOnset,FeedbackEnd,ITI_Onset,ITI_End,TrialEnd,CumulativeTrialEnd
0,10.0000359228,2.85101486952e-06,A,CompMental,F2,Computer,Ann does not want to go to bed early.,0.604699159321,4.10470785492,4.15489515245,8.16264136408,2,11pm bedtime,5.05387052565,0.898957982005,1,8.18302128483,11.5830340004,11.7197505018,13.7197570592,13.7393654949,15.7393726224,15.7393737628,25.7394094005
1,25.7456371608,8.55305188452e-06,A,PeerNM,F2,Rachelle,I do not own a helmet.,0.588725484467,4.08873047375,4.1221078933,8.12493553139,2,Jogging,5.6080448271,1.48593151687,1,8.15957395551,14.159592202,14.2110005899,16.2110085727,16.2288844457,18.7289019795,18.7289031199,44.4745345787
2,44.4806103798,7.69774487708e-06,A,CompNM,F2,Computer,Ann has shin guards.,0.588820993518,4.08882028076,4.15547533429,8.16286744969,2,Soccer,5.79334008264,1.63784878266,1,8.18288215523,11.1828932742,11.2323954725,13.2323971831,13.2493826837,17.4493880436,17.4493894691,61.9299950022
3,61.9375122772,7.98284600023e-06,A,CompMental,F2,Computer,Ann thinks TV shows should be silly.,0.613369670486,4.11337779588,4.14577902741,8.16253188505,2,Comedy ,5.74647735537,1.60067466453,1,8.18209983632,12.3821131791,12.4503003688,14.4503057858,14.4711994597,17.4712162807,17.4712174211,79.4087248515
4,79.4146201833,8.26794712339e-06,A,PeerMental,F2,Rachelle,I think my friend is mad at me.,0.576007955475,4.07601750638,4.10928715751,8.10993519354,2,Apologize,5.83330762667,1.72400450346,1,8.14493569675,11.5449355827,11.5958456129,13.5958521702,13.6124288351,15.6124448008,15.6124459412,95.0270615629
5,95.0327789912,8.26794712339e-06,A,CompNM,F2,Computer,Ann came in third place in the contest.,0.601761471989,4.10176361025,4.1351398894,8.1504623921,1,Bronze medal,5.97423964104,1.83908948799,1,8.17042207302,14.1704437407,14.2370189658,16.2370255232,16.2566490692,18.756660901,18.7566620414,113.789435901
6,113.812555648,9.12325049285e-06,A,PeerMental,F2,Rachelle,I am afraid of heights.,0.557383120442,4.05738953523,4.09047358519,8.10775274047,2,Rake leaves,6.03157358145,1.94108374547,1,8.14232929753,12.3423523337,12.3920161847,14.3920250228,14.4134407178,17.8134574248,17.8134588503,131.626008797
7,131.631929502,7.98284600023e-06,A,PeerNM,F2,Rachelle,I am inside of a tent.,0.577594546117,4.07759696948,4.11093960663,8.12189834359,1,Camping,6.18524678826,2.07429748817,1,8.15733163109,11.1573359076,11.2072808687,13.2072902771,13.2241799835,15.7241878238,15.7241889642,147.35611362
8,147.383596848,8.26794712339e-06,A,PeerMental,F2,Rachelle,I want to stay dry at the lake.,0.575866259962,4.07586839822,4.10917169135,8.1104828738,1,Picnic,5.65421703819,1.54502795564,1,8.13049102201,14.1305104089,14.1821266359,16.1821306273,16.1978300344,18.1978462852,18.1978474256,165.581439142
9,165.595176479,9.40835525398e-06,A,PeerNM,F2,Rachelle,I am very tall for my age.,0.574813379593,4.07481323704,4.1080885902,8.11864134242,2,Basketball,6.22256915924,2.11446346294,1,8.13874870599,14.1387678078,14.2144306477,16.2144303626,16.2326489278,19.232663468,19.2326646084,184.827835386
