,CumulativeTrialStart,TrialStart,Block,MentalState,Condition,Speaker,Prompt,PromptOnset,PromptEnd,ChoiceOnset,ChoiceEnd,RespButton,CorrAnswer,ButtonPressTime,RT(sec),ACC,ISI_Onset,ISI_End,FeedbackOnset,FeedbackEnd,ITI_Onset,ITI_End,TrialEnd,CumulativeTrialEnd
0,10.0000193869,3.13611781166e-06,D,CompMental,M2,Computer,Ken likes to play with animals.,0.578896890425,4.07889446706,4.11283638787,8.12587807742,2,Dog,5.438884613948176,1.3260456601683472,1,8.14268396397,11.5426926881,11.6102788836,13.6102840154,13.6268678078,15.6268829182,15.6268840586,25.6269031604
1,25.6329036947,7.41264193493e-06,D,PeerMental,M2,Mitchell,I am interested in the ocean.,0.553882927572,4.05387394687,4.08708543726,8.1037493432,1,Aquarium,6.674941646821026,2.5878530734380547,1,8.12043976358,14.1204400487,14.1704354728,16.1704351877,16.187540431,18.6875485564,18.6875496968,44.3204485447
2,44.3274378115,8.83815118868e-06,D,PeerNM,M2,Mitchell,I am in a research lab.,0.551545664302,4.05154295584,4.13476498074,8.14052574454,1,Pay attention,6.562511813899619,2.427743697044207,1,8.15751780246,11.1575269257,11.2081683902,13.2081604073,13.2250934492,17.4251119238,17.4251139195,61.7525468843
3,61.7592675853,7.69774487708e-06,D,PeerMental,M2,Mitchell,I want to stay dry at the lake.,0.552715151242,4.05270816625,4.08663640218,8.09769834593,1,Picnic,5.714388595250057,1.6277496271586642,1,8.11500572627,12.3150230604,12.3652152047,14.3652057963,14.3816222341,17.3816353487,17.3816364891,79.1408992277
4,79.1474166512,7.98284600023e-06,D,CompNM,M2,Computer,Ken just got a new sleeping bag.,0.568883550519,4.06887428472,4.10228762707,8.11280930321,2,Go camping,6.105794662383232,2.003514447953421,1,8.12946066467,11.5294571294,11.5966336338,13.59663677,13.613340305,15.6133477177,15.613348573,94.7607603775
5,94.7669619084,6.55733856547e-06,D,PeerNM,M2,Mitchell,I share a room with three siblings.,0.550621079675,4.05062093712,4.08391396659,8.09359117166,1,Bunk beds,6.16132447959717,2.0774182107534216,1,8.11060746322,14.1106200077,14.160775944,16.1607825014,16.1775410611,18.6775557438,18.6775568842,113.444515371
6,113.45125603,8.26794712339e-06,D,PeerMental,M2,Mitchell,I think I am funny.,0.553606949181,4.0536016748,4.08760033083,8.10178356737,1,Tell a joke,6.295265231483427,2.207663190043604,1,8.11853556971,12.3185452061,12.3687815412,14.3687861028,14.3855361094,17.785554527,17.7855553823,131.23680628
7,131.242714726,6.55733765598e-06,D,CompMental,M2,Computer,Ken is excited to see his friend.,0.567527607105,4.06753003047,4.10083788522,8.11428869563,1,Hug friend,6.686730029556202,2.5858892933219977,1,8.13105409775,11.1310512467,11.1977607547,13.19776161,13.2144870979,15.7144866702,15.7144878106,146.957199116
8,146.963254105,9.12325322133e-06,D,CompNM,M2,Computer,Ken is going on a hike.,0.554171450435,4.05416104423,4.08741529987,8.09582465793,1,Trail mix,6.142897505103974,2.0554796393234938,1,8.1131713823,14.1131756588,14.1798503844,16.1798498142,16.1965966847,18.1966126504,18.1966137908,165.159861908
9,165.16568625,7.69774487708e-06,D,PeerMental,M2,Mitchell,I think there is candy in the jar.,0.551328131749,4.05133369123,4.08487561443,8.09787140262,1,Jar,6.165321319530449,2.0804531177427634,1,8.11447572231,14.114488837,14.1652537504,16.1652623035,16.1817970584,19.1818081773,19.1818093177,184.347490721
10,184.354201443,8.26794712339e-06,D,PeerNM,M2,Mitchell,I am playing with three friends.,0.554371876889,4.05437829168,4.08791280223,8.09969263192,1,Card game,7.563346876611831,3.4754406317169924,0,8.11657891713,12.3165811409,12.3670059281,14.3670007963,14.3835660571,16.3835843036,16.383585444,200.73778147
11,200.743845012,7.98284600023e-06,D,CompNM,M2,Computer,Ken has a sore throat.,0.552578587555,4.0525773046,4.08585351306,8.08954101772,2,Cough drop,6.8327645080380535,2.746918692718282,1,8.10655445826,11.5065563399,11.5741003404,13.5740949235,13.5907785014,16.0907951798,16.0907963202,216.834636485
12,216.841167309,7.69774396758e-06,D,CompNM,M2,Computer,Ken came in third place in the contest.,0.570335288085,4.07034284328,4.1208597183,8.13463041276,1,Bronze medal,7.385191706621299,3.264339115859002,1,8.1516424278,11.5516451648,11.6183227413,13.6183244519,13.6350473739,15.6350496547,15.6350507951,232.476213827
13,232.482249429,5.98713450017e-06,D,CompMental,M2,Computer,Ken cares about the environment.,0.580181273327,4.08017742445,4.11361614086,8.11955680379,2,Recycling,7.429194579305658,3.3155858510899634,0,8.13628970432,14.1362871384,14.1863891905,16.1863829183,16.2033815336,18.703387093,18.7033882335,251.185634526
14,251.191648746,8.26794803288e-06,D,PeerMental,M2,Mitchell,I do not like fruit.,0.555162463746,4.05515234264,4.08861158636,8.1043392185,1,Soda,7.427963225309213,3.3393496432381653,1,8.12098516303,11.1209900098,11.1715898494,13.1715841473,13.1882027221,17.3882149244,17.3882160649,268.579859394
15,268.586537614,8.55304915603e-06,D,CompMental,M2,Computer,Ken wants to get a good grade.,0.552785286246,4.05278286288,4.10299353874,8.10766293345,2,Study for test,6.058543341579025,1.9555463816177507,1,8.12426753824,12.3242766045,12.3911737093,14.391172854,14.4078461683,17.4078558617,17.4078572872,285.994391195
16,286.000722448,8.55305006553e-06,D,PeerMental,M2,Mitchell,I like to get exercise.,0.553927973632,4.05393609903,4.08724281337,8.0904239775,2,Kickball,6.904446758836457,2.8172110730056374,1,8.1071508909,11.507148496,11.5579581705,13.5579499025,13.5746656969,15.5746639863,15.5746651267,301.575381872
17,301.58192524,8.26794712339e-06,D,PeerNM,M2,Mitchell,My yard does not have any trees.,0.551000264859,4.05099641599,4.08426179059,8.0933206102,2,Volleyball net,5.851485992528069,1.7672313294769992,1,8.10994260619,14.1099528698,14.159990489,16.1599839317,16.1766549651,18.6766642309,18.6766653714,320.258585195
18,320.265699051,7.69774396758e-06,D,CompNM,M2,Computer,Ken is in the living room. ,0.552519571514,4.05252741181,4.08644053735,8.10005841733,1,Watch TV,6.230160560691729,2.1437171723273423,1,8.11661341443,12.3166353102,12.383422936,14.3834192297,14.4000152814,17.8000200141,17.8000214396,338.065715359
19,338.07489278,7.41264284443e-06,D,CompNM,M2,Computer,Ken has shin guards.,0.566396608887,4.06638905369,4.09968065765,8.11239647603,1,Soccer,5.917973406289093,1.8183001612815133,0,8.12915275489,11.1291547506,11.1789745521,13.1789808243,13.1959700313,15.6959676079,15.6959687483,353.770856967
20,353.777788073,7.12754081178e-06,D,PeerNM,M2,Mitchell,I play Minecraft.,0.563317796245,4.06332734715,4.09667283532,8.10098015094,N/A,Computer,N/A,N/A,0,8.117666865,14.1176660097,14.1680620016,16.1680554443,16.1846666064,18.1846691723,18.1846703127,371.962454394
21,371.968811876,7.98284600023e-06,D,PeerNM,M2,Mitchell,I am very tall for my age.,0.554482211226,4.05447693685,4.08770125681,8.10043332599,1,Basketball,5.423643935418113,1.3359401126890589,0,8.11711319761,14.1171140529,14.1671984287,16.1671901608,16.1841856399,19.1841978993,19.1841993248,391.153006069
22,391.160542161,8.26794712339e-06,D,CompMental,M2,Computer,Ken does not think he did well on the test.,0.566851060906,4.06685690549,4.10059554882,8.10858523727,1,Ask for help,6.857494794756349,2.7568963949179306,1,8.12526140257,12.3252741751,12.3923474728,14.3923446217,14.4089344012,16.4089324055,16.4089335459,407.56947029
23,407.57592157,8.26794803288e-06,D,CompMental,M2,Computer,Ken wants to do some exercise.,0.564069039074,4.06406918162,4.09737817678,8.10653678196,N/A,Soccer,N/A,N/A,0,8.12320553462,11.5232074163,11.5739546534,13.5739555087,13.5905264715,16.0905437202,16.0905448606,423.666461298
