,CumulativeTrialStart,TrialStart,Block,MentalState,Condition,Speaker,Prompt,PromptOnset,PromptEnd,ChoiceOnset,ChoiceEnd,RespButton,CorrAnswer,ButtonPressTime,RT(sec),ACC,ISI_Onset,ISI_End,FeedbackOnset,FeedbackEnd,ITI_Onset,ITI_End,TrialEnd,CumulativeTrialEnd
0,10.000033642,2.56591738435e-06,C,PeerMental,M2,Laurence,I am interested in the ocean.,0.576254655358,4.07626078505,4.10445252297,8.1172196742,1,Aquarium,5.10107663056,0.996613273719,1,8.13388759057,11.5339021878,11.5652397408,13.565248579,13.5701620263,15.5701688687,15.5701700092,25.5702033661
1,25.5722592364,4.27652958024e-06,C,CompNM,M2,Computer,Tim is not on vacation.,0.560975470682,4.06097988976,4.09086627378,8.09532469836,1,Dresser,5.77742288918,1.68654549643,0,8.11208812388,14.1120992429,14.1529272702,16.152929551,16.1579000187,18.6579144164,18.6579152717,44.2301725124
2,44.2318768519,3.99142663809e-06,C,PeerMental,M2,Laurence,I want to stay dry at the lake.,0.565062977599,4.06506568607,4.08933527621,8.09252214601,1,Picnic,6.31293561799,2.2235886526,1,8.10927901419,11.1092984011,11.1360161619,13.1360218639,13.1408073004,17.3408197309,17.3408205862,61.5726960126
3,61.5743584422,4.56163252238e-06,C,CompMental,M2,Computer,Tim thinks skiing is dangerous.,0.571472069843,4.07147620382,4.09938055896,8.1051820989,2,Hot cocoa,6.37556482264,2.27616744267,1,8.12317402881,12.3231910209,12.3627631741,14.3627660251,14.3679956505,17.3680036333,17.3680044886,78.94236065
4,78.9440088245,4.56163070339e-06,C,CompNM,M2,Computer,Tim came in third place in the contest.,0.568062535405,4.06806467367,4.10176401141,8.10532892642,1,Bronze medal,5.86965964812,1.76788622835,1,8.1221006199,11.5221060939,11.5688465658,13.5688531232,13.5739419082,15.5739570186,15.5739578739,94.5179644176
5,94.5196807314,3.99142663809e-06,C,CompMental,M2,Computer,Tim thinks his friend is busy.,0.570442281534,4.07044898143,4.09958896849,8.11353073984,2,Leave alone,6.09820707925,1.99861212362,1,8.13037912575,14.1303913851,14.1739350087,16.1739418512,16.1789374079,18.6789540863,18.6789552267,113.198634248
6,113.200385344,3.99142845708e-06,C,PeerMental,M2,Laurence,I think I am funny.,0.552517065491,4.05253032273,4.08069126964,8.0895508133,1,Tell a joke,6.02383908617,1.94313641245,1,8.10627289903,12.3062836189,12.3366985819,14.3367028585,14.3417243594,17.7417463693,17.7417472246,130.942130858
7,130.943921013,3.99142845708e-06,C,PeerNM,M2,Laurence,I am running late for my piano lesson.,0.579111091978,4.07911180473,4.10331011938,8.11836749473,1,Shortcut,6.16506149507,2.06173598018,1,8.14475396698,11.1447639455,11.1744792684,13.1744824045,13.1796185165,15.6796255015,15.6796263568,146.623545374
8,146.625250284,3.99142845708e-06,C,CompNM,M2,Computer,Tim is in the living room. ,0.572336499012,4.0723423436,4.10243057981,8.10339251385,1,Watch TV,5.93634072194,1.83390215928,1,8.12017276039,14.120182739,14.1659467367,16.1659512983,16.1707350242,18.1707435773,18.1707444326,164.795993006
9,164.797726141,3.99142845708e-06,C,PeerMental,M2,Laurence,I know it will rain later.,0.563825349956,4.06383347536,4.09037817921,8.1042549473,1,Umbrella,5.18861604947,1.09823302353,1,8.12060240906,14.1206098217,14.1522002602,16.1522148004,16.1569443569,19.1569577567,19.156958612,183.954683042
