,CumulativeTrialStart,TrialStart,Block,MentalState,Condition,Speaker,Prompt,PromptOnset,PromptEnd,ChoiceOnset,ChoiceEnd,RespButton,CorrAnswer,ButtonPressTime,RT(sec),ACC,ISI_Onset,ISI_End,FeedbackOnset,FeedbackEnd,ITI_Onset,ITI_End,TrialEnd,CumulativeTrialEnd
0,10.0000356377,2.2808144422e-06,B,PeerMental,M2,Laurence,I do not like fruit.,0.575319235801,4.07532736121,4.10316215146,8.11419303171,1,Soda,5.34237695783,1.23920283209,1,8.130908275,11.5309271487,11.5574074196,13.5574077047,13.5622498765,15.5622632763,15.5622644167,25.5622997693
1,25.5642441647,4.27652958024e-06,B,PeerNM,M2,Laurence,I am inside of a tent.,0.558180616088,4.0581895968,4.08439189318,8.09973579601,1,Camping,5.05149540259,0.967092960635,1,8.11633101137,14.1163518238,14.1513697582,16.1513714688,16.156133812,18.6561496352,18.6561504905,44.2204020679
2,44.222163713,4.27652958024e-06,B,PeerMental,M2,Laurence,I want to listen to loud music.,0.562124146511,4.062129706,4.08555510921,8.09889987704,2,Rock,5.76986540621,1.68429889292,1,8.11543322527,11.1154523271,11.1434627402,13.1434681571,13.1482381981,17.3482446414,17.3482457818,61.5704077842
3,61.5721754164,4.84673364554e-06,B,PeerNM,M2,Laurence,I am in the kitchen.,0.55413787018,4.05414656579,4.08337921099,8.08660628017,2,Get a snack,5.50400268908,1.42061549524,1,8.10285965827,12.3028718036,12.3405668454,14.3405759687,14.3463604025,17.3463726619,17.3463738023,78.9185469379
4,78.9202689538,4.27652958024e-06,B,CompMental,M2,Computer,"Tim likes calm, relaxing rides.",0.56783274322,4.0678365921,4.09742276374,8.10908828097,1,Ferris wheel,6.03029607554,1.93286361834,1,8.12583545568,11.5258469168,11.5701768516,13.5701848345,13.5757212296,15.5757389059,15.5757397612,94.4960067193
5,94.4977013654,3.99142663809e-06,B,PeerNM,M2,Laurence,I can do the splits.,0.560367918388,4.06037547359,4.08684491052,8.09848704938,1,Gymnastics,6.04779420884,1.96094074526,1,8.11508568597,14.115108209,14.1481424039,16.1481481059,16.1528924878,18.652905745,18.6529066003,113.150606255
6,113.152475954,3.99142845708e-06,B,PeerNM,M2,Laurence,My paint palette is dirty.,0.565939666152,4.06594265972,4.09393511136,8.10046793786,1,Clean palette,5.7511196667,1.65717657249,0,8.11724333767,12.3172537724,12.3534828199,14.3534885219,14.3590043897,17.7590175614,17.7590187018,130.91149266
7,130.913242046,4.27652958024e-06,B,CompMental,M2,Computer,Tim really likes to laugh. ,0.554974644456,4.05498077415,4.0896956451,8.09506268965,1,Funny movie,6.29567725545,2.20597163178,1,8.11180929415,11.1118164217,11.1609392057,13.1609403461,13.1664653372,15.6664714669,15.6664726073,146.579712372
8,146.581411865,3.99142845708e-06,B,CompNM,M2,Computer,Tim just got a new sleeping bag.,0.575866346479,4.07586791454,4.10824780037,8.11044194511,2,Go camping,5.48147279115,1.37322014405,1,8.12709532128,14.1271081509,14.1687829311,16.1687886331,16.1737779175,18.173795879,18.1737967343,164.755206889
9,164.756949717,4.27652958024e-06,B,PeerMental,M2,Laurence,I want to watch a true story.,0.558469424381,4.05847127754,4.08731247774,8.09089963071,1,History Channel,6.21244145075,2.12512070505,1,8.10766277113,14.107667903,14.1452868226,16.1452910991,16.1500853738,19.1501013395,19.1501021948,183.907049916
