,CumulativeTrialStart,TrialStart,Block,MentalState,Condition,Speaker,Prompt,PromptOnset,PromptEnd,ChoiceOnset,ChoiceEnd,RespButton,CorrAnswer,ButtonPressTime,RT(sec),ACC,ISI_Onset,ISI_End,FeedbackOnset,FeedbackEnd,ITI_Onset,ITI_End,TrialEnd,CumulativeTrialEnd
0,10.0000233783,2.56591556536e-06,C,PeerNM,M1,Mitchell,I am going to the beach later today.,0.592122639358,4.09212349466,4.12103908175,8.13580934678,1,Sunscreen,5.65182493614,1.53077644604,1,8.15244275157,11.5524638491,11.5826589727,13.5826623939,13.587379402,15.5873845338,15.5873853891,25.5874084823
1,25.5896080421,4.27652594226e-06,C,PeerMental,M1,Mitchell,I think it will be warm today.,0.568204315299,4.06821172794,4.09696338153,8.11295331174,2,T-shirt,5.94221757823,1.84524820956,1,8.12968849786,14.1297107358,14.1666870039,16.1666964123,16.172076852,18.6720854051,18.6720862604,44.2616923068
2,44.2634778989,4.27652594226e-06,C,PeerNM,M1,Mitchell,I have a sore throat.,0.555066542743,4.05507167457,4.08334150625,8.0961474204,2,Cough drop,6.79851062859,2.71515971399,1,8.1128632196,11.1128774747,11.1517747582,13.1517750433,13.1581350926,17.3581747217,17.3581758621,61.6216517654
3,61.6234125536,4.56162797491e-06,C,CompNM,M1,Computer,Tim lives far away from school.,0.575354381444,4.07536122389,4.10125843901,8.1068786493,1,Bus,5.5886073351,1.48733749202,1,8.1236765578,12.3236928086,12.3602191862,14.3602191862,14.3654274245,17.3654379733,17.3654388286,78.9888491014
4,78.990557716,4.27652594226e-06,C,PeerMental,M1,Mitchell,I am angry at my mom.,0.562522523036,4.06252793997,4.09263211614,8.09398435362,2,Glare at mom,7.14619959402,3.05356035033,1,8.11063914105,11.510653111,11.5461950324,13.5462004493,13.5512148184,15.5512302139,15.5512313543,94.5417867895
5,94.5435609776,4.27652594226e-06,C,CompNM,M1,Computer,Tim is wearing socks today.,0.557158619195,4.05716032981,4.08484114132,8.09108429888,2,Shoes,7.09327872685,3.00843017289,1,8.10776617097,14.1077807112,14.145658756,16.1456653134,16.150877258,18.6508838153,18.6508846707,113.194443652
6,113.196359821,4.27652594226e-06,C,PeerNM,M1,Mitchell,I can't see things far away.,0.562391946447,4.06239365706,4.08661675486,8.09535198659,2,Glasses,6.36051996853,2.27389466061,1,8.11209943208,12.3121136872,12.3400884386,14.3401143828,14.344859901,17.7448713051,17.7448721604,130.941229986
7,130.943129904,4.56162797491e-06,C,CompMental,M1,Computer,Tim wants to listen to loud music.,0.580262407628,4.08026582885,4.1091266764,8.12017921494,2,Rock,5.76870609433,1.65957057978,1,8.13682288341,11.1368408448,11.1785831585,13.1785842989,13.1838974546,15.683912565,15.6839137054,146.627041043
8,146.62888166,4.27652594226e-06,C,PeerMental,M1,Mitchell,I really like to laugh. ,0.577795137306,4.07780426056,4.1080692341,8.11873802573,1,Funny movie,5.74795525043,1.63987831858,1,8.13682117279,14.1368322918,14.179910307,16.1799185749,16.1851199708,18.1851365067,18.185137362,164.814017026
9,164.815790644,3.99142390961e-06,C,PeerNM,M1,Mitchell,I am going to a birthday party.,0.578078528419,4.07807852842,4.10495250205,8.12112375696,1,Party hat,6.2211807773,2.11621943709,1,8.139649667,14.1396596456,14.1731630896,16.1731667959,16.1783579281,19.1783696173,19.1783707577,183.994159691
