,CumulativeTrialStart,TrialStart,Block,MentalState,Condition,Speaker,Prompt,PromptOnset,PromptEnd,ChoiceOnset,ChoiceEnd,RespButton,CorrAnswer,ButtonPressTime,RT(sec),ACC,ISI_Onset,ISI_End,FeedbackOnset,FeedbackEnd,ITI_Onset,ITI_End,TrialEnd,CumulativeTrialEnd
0,10.0000230932,3.13611963065e-06,A,CompMental,M2,Computer,Ken really likes to laugh. ,0.608777253223,4.10878366801,4.15880075985,8.15974900792,1,Funny movie,5.18298251101,1.02417034709,1,8.19448094537,11.5944888142,11.6609636835,13.6609685302,13.6775711393,15.6775822582,15.6775833986,25.6776064919
1,25.7215942542,1.42550816236e-05,A,PeerNM,M2,Laurence,I have a kite.,0.562085301841,4.06208572949,4.09583093016,8.09937930521,1,Windy day,6.24120083671,2.14535536637,1,8.13408415801,14.1340875792,14.1869901848,16.1869981677,16.20342772,18.7034461091,18.7034475346,44.4250323804
2,44.4692812958,1.56805908773e-05,A,CompNM,M2,Computer,Ken has a sore throat.,0.599315299893,4.0993242806,4.132555443,8.15035547898,2,Cough drop,5.83370249244,1.70113764108,1,8.16955621933,11.1695676234,11.2390879484,13.2390890888,13.2561002486,17.456115587,17.4561170126,61.9253880447
3,61.9316448854,7.12753899279e-06,A,CompMental,M2,Computer,Ken thinks his friend is busy.,0.589662043363,4.08967016876,4.12302192916,8.13747715267,2,Leave alone,5.54149469098,1.41845508552,1,8.15745878642,12.3574647165,12.4278651503,14.4278677163,14.4451414546,17.4451579905,17.445159416,79.3767997398
4,79.3837268544,7.12753899279e-06,A,PeerMental,M2,Laurence,I wonder if the weather is nice.,0.614766383434,4.11477365353,4.14811172905,8.16764917444,1,Window,6.34929370344,2.20116486829,1,8.19955832053,11.5995676148,11.6538666483,13.6538680738,13.6694383298,15.6694497339,15.6694511594,95.0531734521
5,95.1089259337,2.73697551165e-05,A,CompNM,M2,Computer,Ken is in the living room. ,0.634604325958,4.13461102585,4.1687693388,8.17311115172,1,Watch TV,6.80416482182,2.63537951733,1,8.20813303755,14.2081327524,14.2764522294,16.2764587867,16.2931033057,18.7931248309,18.7931262564,113.902032803
6,113.955103334,3.16462792398e-05,A,PeerMental,M2,Laurence,I like to read.,0.583625016072,4.08362686923,4.1168509041,8.13506889909,2,Long novel,6.27771038292,2.1608392366,1,8.15506706874,12.3550787009,12.4094812262,14.4094820815,14.4258144142,17.8258294106,17.825830551,131.780911647
7,131.817562603,8.55305188452e-06,A,PeerNM,M2,Laurence,I am playing with my little brother.,0.620941399924,4.120945819,4.15428674554,8.16556821756,2,Nerf gun,6.40933297335,2.25503910027,1,8.18560915245,11.185638803,11.2359937403,13.2360022934,13.2526462422,15.752652657,15.7526537974,147.570210984
8,147.597299346,9.12325049285e-06,A,PeerMental,M2,Laurence,I think I am funny.,0.596146395132,4.09616050766,4.12947092832,8.14757602306,1,Tell a joke,5.25019522335,1.12071431647,1,8.18196526834,14.1819743916,14.2314777303,16.2314842876,16.2480897477,18.2481014369,18.2481025773,165.845395651
9,165.867191387,9.40835525398e-06,A,PeerNM,M2,Laurence,I am in the kitchen.,0.581468507244,4.08147777305,4.11469125915,8.13203114108,2,Get a snack,6.01603497171,1.90132774686,1,8.16736891953,14.1673897319,14.2163069017,16.2163069017,16.2373821853,19.2373910235,19.237392449,185.104577849
10,185.112153569,9.40835525398e-06,A,PeerMental,M2,Laurence,I like homemade meals.,0.596410969458,4.09642023526,4.12983899455,8.14814850716,2,Pack lunch,5.51100107455,1.3811444037,1,8.16745387982,12.3674603801,12.4173394828,14.4173451848,14.4339865677,16.433995691,16.4339971165,201.546144984
11,201.573509325,9.12325049285e-06,A,CompMental,M2,Computer,Ken does not know where he's going.,0.615188333868,4.11518990193,4.14827452209,8.16674654264,2,Ask for directions,5.80970862327,1.66141699508,1,8.20233806155,11.6023410836,11.6681753295,13.6681787507,13.6847608325,16.1847786514,16.1847797918,217.758283414
12,217.793840436,1.05487597466e-05,A,PeerNM,M2,Laurence,I am running late for my piano lesson.,0.599839316714,4.09984316559,4.13306976637,8.1352798743,1,Shortcut,5.61893399925,1.48585767555,1,8.17005942373,11.5700641564,11.6198434735,13.6198508861,13.6365085198,15.636514507,15.6365156474,233.430348386
13,233.436776287,8.55304824654e-06,A,PeerNM,M2,Laurence,I am not at the pool. ,0.581840849991,4.08184184785,4.11512803487,8.12571043766,2,Swing set,6.2763188018,2.16117480123,1,8.14571630505,14.1457294197,14.2001943823,16.2001972333,16.2168374758,18.7168521585,18.716853299,252.153623884
14,252.159396337,7.98284600023e-06,A,CompMental,M2,Computer,Ken wants a healthy snack.,0.614054484635,4.11405405698,4.14754580229,8.16384221221,2,Carrots,5.99339105882,1.84583157164,1,8.19879111201,11.1988093585,11.2484418482,13.2484504013,13.2649714713,17.4649885204,17.4649899459,269.624380866
15,269.653401362,9.69345273916e-06,A,CompNM,M2,Computer,Ken invited a lot of friends to the party.,0.603332667146,4.10333822663,4.13707145303,8.15070757951,1,Laser tag,7.11443381237,2.9773549467,1,8.17047339132,12.3704898702,12.4226760153,14.4226825727,14.4393088452,17.4393270917,17.4393282321,287.092722752
16,287.116183481,1.02636622614e-05,A,PeerMental,M2,Laurence,I want to watch a true story.,0.58246550769,4.08247277778,4.11571391875,8.11807741137,1,History Channel,5.90125960757,1.78553514006,1,8.15350043521,11.5535171422,11.6023693087,13.6023744405,13.619216535,15.6192239476,15.6192253731,302.735402012
17,302.777913233,1.05487597466e-05,A,CompNM,M2,Computer,Ken is drawing something blue.,0.615522187891,4.11553088349,4.1488478615,8.16555168166,1,The ocean,5.60874988346,1.45989261362,1,8.20163870722,14.2016446944,14.270541217,16.2705497701,16.2874685569,18.7874840949,18.7874855204,321.565391626
18,321.57261154,7.69774487708e-06,A,CompNM,M2,Computer,Ken just got a new sleeping bag.,0.612856202431,4.11286432783,4.1462115266,8.14848863343,2,Go camping,6.07041440379,1.92419318373,1,8.1853574077,12.3853775929,12.4517381364,14.4517378513,14.4684023275,17.8684167536,17.8684181791,339.441025157
